"안전비상벨관리번호","설치위치","소재지도로명주소","소재지지번주소","위도","경도","관리기관명","관리기관전화번호"
"10242","공릉로62가길50","서울특별시 노원구 하계동 59","서울특별시 노원구 공릉로62가길50",37.63719038,127.0748944,"노원구청","02-2116-4917"
"10243","공릉로58나길18","서울특별시 노원구 하계동 167-19","서울특별시 노원구 공릉로58나길18",37.63657762,127.0739002,"노원구청","02-2116-4917"
"10244","공릉로58다길12","서울특별시 노원구 하계동 61-24","서울특별시 노원구 공릉로58다길12",37.63662165,127.0744722,"노원구청","02-2116-4917"
"10245","공릉로58길121-34","서울특별시 노원구 하계동 61-20","서울특별시 노원구 공릉로58길121-34",37.63639601,127.0748376,"노원구청","02-2116-4917"
"10249","공릉로58길111","서울특별시 노원구 하계동 167-10","서울특별시 노원구 공릉로58길111",37.6357928,127.0745981,"노원구청","02-2116-4917"
"10250","공릉로58마길54","서울특별시 노원구 하계동 67-11","서울특별시 노원구 공릉로58마길54",37.63643988,127.0789182,"노원구청","02-2116-4917"
"10251","공릉로58바길2","서울특별시 노원구 하계동 산31-23","서울특별시 노원구 공릉로58바길2",37.63730076,127.0766784,"노원구청","02-2116-4917"
"10252","공릉로58라길16","서울특별시 노원구 하계동 70-13","서울특별시 노원구 공릉로58라길16",37.63636989,127.0770068,"노원구청","02-2116-4917"
"10254","상계로33길15","서울특별시 노원구 상계동 112-57","서울특별시 노원구 상계로33길15",37.67009824,127.0776714,"노원구청","02-2116-4917"
"10255","동일로173가길147","서울특별시 노원구 공릉동 404-2","서울특별시 노원구 동일로173가길147",37.62490524,127.0715162,"노원구청","02-2116-4917"
"10256","섬밭로80","서울특별시 노원구 공릉동 404-10","서울특별시 노원구 섬밭로80",37.62377996,127.0710381,"노원구청","02-2116-4917"
"10257","섬밭로66","서울특별시 노원구 공릉동 571-22","서울특별시 노원구 섬밭로66",37.62250837,127.0714748,"노원구청","02-2116-4917"
"10264","동일로173가길50","서울특별시 노원구 공릉동 598-1","서울특별시 노원구 동일로173가길50",37.62072189,127.0729793,"노원구청","02-2116-4917"
"10265","동일로177길14","서울특별시 노원구 공릉동 575-16","서울특별시 노원구 동일로177길14",37.62082424,127.0737014,"노원구청","02-2116-4917"
"10271","공릉로41가길19","서울특별시 노원구 공릉동 408-23","서울특별시 노원구 공릉로41가길19",37.62536311,127.079008,"노원구청","02-2116-4917"
"10272","공릉로43길23","서울특별시 노원구 공릉동 408-35","서울특별시 노원구 공릉로43길23",37.62594213,127.0782448,"노원구청","02-2116-4917"
"10273","공릉로41나길9","서울특별시 노원구 공릉동 415-19","서울특별시 노원구 공릉로41나길9",37.62508717,127.0788026,"노원구청","02-2116-4917"
"10274","공릉로41다길13-3","서울특별시 노원구 공릉동 408-86","서울특별시 노원구 공릉로41다길13-3",37.62527791,127.0781515,"노원구청","02-2116-4917"
"10275","공릉로41길29","서울특별시 노원구 공릉동 350-15","서울특별시 노원구 공릉로41길29",37.62473509,127.0779328,"노원구청","02-2116-4917"
"10281","공릉로38길15-21","서울특별시 노원구 공릉동 412-11","서울특별시 노원구 공릉로38길15-21",37.62423988,127.0805694,"노원구청","02-2116-4917"
"10282","공릉로152-7","서울특별시 노원구 공릉동 237-7","서울특별시 노원구 공릉로152-7",37.62363899,127.0800096,"노원구청","02-2116-4917"
"10294","중계로16나길35","서울특별시 노원구 중계동 110","서울특별시 노원구 중계로16나길35",37.65134609,127.0834229,"노원구청","02-2116-4917"
"10295","중계로16다길35-6","서울특별시 노원구 중계동 110-8","서울특별시 노원구 중계로16다길35-6",37.65150218,127.0841356,"노원구청","02-2116-4917"
"10298","중계로8길34","서울특별시 노원구 중계동 42","서울특별시 노원구 중계로8길34",37.64616408,127.083792,"노원구청","02-2116-4917"
"10301","중계로12가길2","서울특별시 노원구 중계동 58-18","서울특별시 노원구 중계로12가길2",37.64761955,127.0821714,"노원구청","02-2116-4917"
"10302","동일로242라길15","서울특별시 노원구 상계동 1116-63","서울특별시 노원구 동일로242라길15",37.67609656,127.0573851,"노원구청","02-2116-4917"
"10303","동일로246길46","서울특별시 노원구 상계동 1117-2","서울특별시 노원구 동일로246길46",37.67727221,127.0563575,"노원구청","02-2116-4917"
"10304","동일로246길26","서울특별시 노원구 상계동 1131-12","서울특별시 노원구 동일로246길26",37.67817889,127.0565164,"노원구청","02-2116-4917"
"10305","동일로242가길44","서울특별시 노원구 상계동 1115-27","서울특별시 노원구 동일로242가길44",37.67775457,127.0558697,"노원구청","02-2116-4917"
"10306","동일로242가길26-33","서울특별시 노원구 상계동 1117-62","서울특별시 노원구 동일로242가길26-33",37.67698647,127.0561921,"노원구청","02-2116-4917"
"10314","동일로241가길52","서울특별시 노원구 상계동 1098-1","서울특별시 노원구 동일로241가길52",37.67682387,127.0521313,"노원구청","02-2116-4917"
"10315","동일로239다길19","서울특별시 노원구 상계동 1096-50","서울특별시 노원구 동일로239다길19",37.67603251,127.051218,"노원구청","02-2116-4917"
"10316","동일로239길42","서울특별시 노원구 상계동 1102-19","서울특별시 노원구 동일로239길42",37.67515088,127.0526451,"노원구청","02-2116-4917"
"10317","동일로237다길46","서울특별시 노원구 상계동 1105-6","서울특별시 노원구 동일로237다길46",37.67566587,127.0529475,"노원구청","02-2116-4917"
"10318","동일로241가길17-5","서울특별시 노원구 상계동 1106-11","서울특별시 노원구 동일로241가길17-5",37.67608146,127.0537794,"노원구청","02-2116-4917"
"10319","동일로241나길11","서울특별시 노원구 상계동 1113-36","서울특별시 노원구 동일로241나길11",37.67702931,127.0541971,"노원구청","02-2116-4917"
"10320","동일로237가길18","서울특별시 노원구 상계동 1049-34","서울특별시 노원구 동일로237가길18",37.67472882,127.0542925,"노원구청","02-2116-4917"
"10328","동일로237마길39","서울특별시 노원구 상계동 1095-8","서울특별시 노원구 동일로237마길39",37.67517973,127.0516574,"노원구청","02-2116-4917"
"10334","상계로23나길13","서울특별시 노원구 상계동 389-577","서울특별시 노원구 상계로23나길13",37.65903317,127.0695692,"노원구청","02-2116-4917"
"10337","상계로130","서울특별시 노원구 상계동 381-37","서울특별시 노원구 상계로130",37.65807471,127.0692224,"노원구청","02-2116-4917"
"10350","상계로26길14 희망요양병원","서울특별시 노원구 상계동 181-4 희망요양병원","서울특별시 노원구 상계로26길14 희망요양병원",37.65801392,127.0708884,"노원구청","02-2116-4917"
"10351","노원로32길25 성민복지관","서울특별시 노원구 상계동 321-57 성민복지관","서울특별시 노원구 노원로32길25 성민복지관",37.655841,127.0688099,"노원구청","02-2116-4917"
"10352","상계로12길48","서울특별시 노원구 상계동 178-20","서울특별시 노원구 상계로12길48",37.65628642,127.0697652,"노원구청","02-2116-4917"
"10353","노원로32길42-11","서울특별시 노원구 상계동 187-4","서울특별시 노원구 노원로32길42-11",37.6559862,127.0697478,"노원구청","02-2116-4917"
"10359","덕릉로124가길13-1","서울특별시 노원구 상계동 72-114","서울특별시 노원구 덕릉로124가길13-1",37.66986643,127.0821142,"노원구청","02-2116-4917"
"10365","덕릉로796-5","서울특별시 노원구 상계동 107-358","서울특별시 노원구 덕릉로796-5",37.66798924,127.0796026,"노원구청","02-2116-4917"
"10366","덕릉로122길43","서울특별시 노원구 상계동 72-28","서울특별시 노원구 덕릉로122길43",37.66834937,127.0822867,"노원구청","02-2116-4917"
"10367","덕릉로822","서울특별시 노원구 상계동 76-22","서울특별시 노원구 덕릉로822",37.67004803,127.0810714,"노원구청","02-2116-4917"
"10368","덕릉로124길13","서울특별시 노원구 상계동 72-135","서울특별시 노원구 덕릉로124길13",37.66952651,127.081314,"노원구청","02-2116-4917"
"10373","한글비석로52길42","서울특별시 노원구 상계동 459","서울특별시 노원구 한글비석로52길42",37.66650834,127.0666113,"노원구청","02-2116-4917"
"10378","한글비석로31가길27-4","서울특별시 노원구 상계동 436-6","서울특별시 노원구 한글비석로31가길27-4",37.66144999,127.0680352,"노원구청","02-2116-4917"
"10379","상계로9가길61-9","서울특별시 노원구 상계동 389-323","서울특별시 노원구 상계로9가길61-9",37.66050401,127.0682855,"노원구청","02-2116-4917"
"10388","한글비석로27길16-3","서울특별시 노원구 상계동 389-156","서울특별시 노원구 한글비석로27길16-3",37.66087561,127.0700238,"노원구청","02-2116-4917"
"10389","한글비석로23길8-9","서울특별시 노원구 상계동 389-665","서울특별시 노원구 한글비석로23길8-9",37.66049859,127.0706143,"노원구청","02-2116-4917"
"10400","한글비석로24바길71","서울특별시 노원구 상계동 138-206","서울특별시 노원구 한글비석로24바길71",37.66580959,127.0708022,"노원구청","02-2116-4917"
"10401","한글비석로44길64-20","서울특별시 노원구 상계동 138-63","서울특별시 노원구 한글비석로44길64-20",37.66450314,127.0720918,"노원구청","02-2116-4917"
"10409","덕릉로131길 57-1","서울특별시 노원구 상계동 5-13","서울특별시 노원구 덕릉로131길 57-1",37.67445966,127.0830164,"노원구청","02-2116-4917"
"10410","한글비석로24가길5-10","서울특별시 노원구 상계동 169-57","서울특별시 노원구 한글비석로24가길5-10",37.66167654,127.0713683,"노원구청","02-2116-4917"
"10412","한글비석로24바길27","서울특별시 노원구 상계동 138-43","서울특별시 노원구 한글비석로24바길27",37.66433504,127.0728386,"노원구청","02-2116-4917"
"10413","광운로 61-8","서울특별시 노원구 월계동 383-12","서울특별시 노원구 광운로 61-8",37.62305789,127.0593366,"노원구청","02-2116-4917"
"10417","광운로19가길 5","서울특별시 노원구 월계동 377-70","서울특별시 노원구 광운로19가길 5",37.62375203,127.0596355,"노원구청","02-2116-4917"
"10425","석계로18길10","서울특별시 노원구 월계동 379-23","서울특별시 노원구 석계로18길10",37.62354543,127.0604801,"노원구청","02-2116-4917"
"10430","광운로12길 38","서울특별시 노원구 월계동 411-28","서울특별시 노원구 광운로12길 38",37.62154548,127.0611932,"노원구청","02-2116-4917"
"10431","광운로10길9(추가)","서울특별시 노원구 월계동 404-17","서울특별시 노원구 광운로10길9(추가)",37.62067371,127.0595457,"노원구청","02-2116-4917"
"10435","석계로8가길2","서울특별시 노원구 월계동 66-7","서울특별시 노원구 석계로8가길2",37.61655896,127.0645232,"노원구청","02-2116-4917"
"10436","석계로7길 18","서울특별시 노원구 월계동 68-6","서울특별시 노원구 석계로7길 18",37.61615129,127.0634814,"노원구청","02-2116-4917"
"10440","석계로11길 23","서울특별시 노원구 월계동 69-8","서울특별시 노원구 석계로11길 23",37.61725288,127.0634716,"노원구청","02-2116-4917"
"10442","석계로23-18","서울특별시 노원구 월계동 68-109","서울특별시 노원구 석계로23-18",37.61672897,127.063677,"노원구청","02-2116-4917"
"10448","화랑로45길 42-15","서울특별시 노원구 월계동 21-13","서울특별시 노원구 화랑로45길 42-15",37.61684179,127.065831,"노원구청","02-2116-4917"
"10449","월계로 53길 17","서울특별시 노원구 월계동 276-22","서울특별시 노원구 월계로 53길 17",37.63072673,127.0587973,"노원구청","02-2116-4917"
"10451","광운로13길8","서울특별시 노원구 월계동 392-34","서울특별시 노원구 광운로13길8",37.62147991,127.0588516,"노원구청","02-2116-4917"
"10452","초안산로29","서울특별시 노원구 월계동 602","서울특별시 노원구 초안산로29",37.62929033,127.0533265,"노원구청","02-2116-4917"
"10459","섬밭로18","서울특별시 노원구 공릉동 609-46","서울특별시 노원구 섬밭로18",37.61845524,127.0726454,"노원구청","02-2116-4917"
"10462","화랑로415-22","서울특별시 노원구 공릉동 684-38","서울특별시 노원구 화랑로415-22",37.61772783,127.0734261,"노원구청","02-2116-4917"
"10463","동일로173길 36-3","서울특별시 노원구 공릉동 609-54","서울특별시 노원구 동일로173길 36-3",37.61848241,127.0731561,"노원구청","02-2116-4917"
"10470","동일로174길 9-60","서울특별시 노원구 공릉동 621-1","서울특별시 노원구 동일로174길 9-60",37.61997571,127.0757246,"노원구청","02-2116-4917"
"10476","동일로178길 19-14","서울특별시 노원구 공릉동 584-13","서울특별시 노원구 동일로178길 19-14",37.62190335,127.0755733,"노원구청","02-2116-4917"
"10478","동일로180길 48-15","서울특별시 노원구 공릉동 587-12","서울특별시 노원구 동일로180길 48-15",37.62204341,127.0774683,"노원구청","02-2116-4917"
"10481","공릉로 104-6","서울특별시 노원구 공릉동 644-47","서울특별시 노원구 공릉로 104-6",37.61964608,127.0784876,"노원구청","02-2116-4917"
"10486","동일로174길38","서울특별시 노원구 공릉동 661-20","서울특별시 노원구 동일로174길38",37.61907761,127.0776386,"노원구청","02-2116-4917"
"10488","공릉로43길 28-5","서울특별시 노원구 공릉동 408-30","서울특별시 노원구 공릉로43길 28-5",37.62617695,127.0778455,"노원구청","02-2116-4917"
"10489","공릉로191-12","서울특별시 노원구 공릉동 441-32","서울특별시 노원구 공릉로191-12",37.62660308,127.0783158,"노원구청","02-2116-4917"
"10491","공릉로43가길 30-16","서울특별시 노원구 공릉동 441-28","서울특별시 노원구 공릉로43가길 30-16",37.62728322,127.0777697,"노원구청","02-2116-4917"
"10494","공릉로 184-7","서울특별시 노원구 공릉동 217-20","서울특별시 노원구 공릉로 184-7",37.62655552,127.0799826,"노원구청","02-2116-4917"
"10497","공릉로29길 8","서울특별시 노원구 공릉동 335-2","서울특별시 노원구 공릉로29길 8",37.62163196,127.0787328,"노원구청","02-2116-4917"
"10498","공릉로33길 16-7","서울특별시 노원구 공릉동 338-15","서울특별시 노원구 공릉로33길 16-7",37.62281133,127.078252,"노원구청","02-2116-4917"
"10499","공릉로35길 14-7","서울특별시 노원구 공릉동 351-14","서울특별시 노원구 공릉로35길 14-7",37.62320563,127.0785562,"노원구청","02-2116-4917"
"10500","공릉로39길 22","서울특별시 노원구 공릉동 350-100","서울특별시 노원구 공릉로39길 22",37.62377762,127.078267,"노원구청","02-2116-4917"
"10503","화랑로51가길11-9","서울특별시 노원구 공릉동 120-22","서울특별시 노원구 화랑로51가길11-9",37.62406149,127.0899382,"노원구청","02-2116-4917"
"10510","공릉동489-1","서울특별시 노원구 공릉동489-1","서울특별시 노원구 공릉동489-1",37.63035023,127.0729934,"노원구청","02-2116-4917"
"10511","공릉동706","서울특별시 노원구 공릉동706","서울특별시 노원구 공릉동706",37.63120947,127.0704904,"노원구청","02-2116-4917"
"10520","동일로242길16-9","서울특별시 노원구 상계동 1119-56","서울특별시 노원구 동일로242길16-9",37.67504475,127.0561288,"노원구청","02-2116-4917"
"10521","동일로242길40-2","서울특별시 노원구 상계동 1120-60","서울특별시 노원구 동일로242길40-2",37.67482069,127.0573878,"노원구청","02-2116-4917"
"10523","동일로242바길20","서울특별시 노원구 상계동 1013-37","서울특별시 노원구 동일로242바길20",37.67406213,127.0607613,"노원구청","02-2116-4917"
"10527","동일로234길30","서울특별시 노원구 상계동 1018-2","서울특별시 노원구 동일로234길30",37.67341259,127.0576642,"노원구청","02-2116-4917"
"10529","동일로237바길10-1","서울특별시 노원구 상계동 1087-27","서울특별시 노원구 동일로237바길10-1",37.67393413,127.0510552,"노원구청","02-2116-4917"
"10530","동일로237길68-17","서울특별시 노원구 상계동 1090-20","서울특별시 노원구 동일로237길68-17",37.67427955,127.0515953,"노원구청","02-2116-4917"
"10534","상계로1길62-47","서울특별시 노원구 상계동 581-87","서울특별시 노원구 상계로1길62-47",37.65887668,127.0617384,"노원구청","02-2116-4917"
"10537","노원로473","서울특별시 노원구 상계동 365","서울특별시 노원구 노원로473",37.65847925,127.0651342,"노원구청","02-2116-4917"
"10538","상계로7길15-6","서울특별시 노원구 상계동 349-19","서울특별시 노원구 상계로7길15-6",37.6573651,127.0648637,"노원구청","02-2116-4917"
"10539","상계로12길30-4","서울특별시 노원구 상계동 177-97","서울특별시 노원구 상계로12길30-4",37.65647409,127.0687567,"노원구청","02-2116-4917"
"10544","덕릉로130길56-2","서울특별시 노원구 상계동 71-71","서울특별시 노원구 덕릉로130길56-2",37.67196931,127.0857408,"노원구청","02-2116-4917"
"10545","덕릉로126가길77","서울특별시 노원구 상계동 71-87","서울특별시 노원구 덕릉로126가길77",37.67121639,127.0857767,"노원구청","02-2116-4917"
"10546","덕릉로126마길21","서울특별시 노원구 상계동 71-95","서울특별시 노원구 덕릉로126마길21",37.67112053,127.085211,"노원구청","02-2116-4917"
"10549","덕릉로126마길5","서울특별시 노원구 상계동 71-106","서울특별시 노원구 덕릉로126마길5",37.67156997,127.0846533,"노원구청","02-2116-4917"
"10551","한글비석로44길23-8","서울특별시 노원구 상계동 149-6","서울특별시 노원구 한글비석로44길23-8",37.66388784,127.0693187,"노원구청","02-2116-4917"
"10552","한글비석로24가길72-2","서울특별시 노원구 상계동 149-20","서울특별시 노원구 한글비석로24가길72-2",37.66393908,127.0690225,"노원구청","02-2116-4917"
"10554","한글비석로46길40","서울특별시 노원구 상계동 135-80","서울특별시 노원구 한글비석로46길40",37.66511201,127.0689996,"노원구청","02-2116-4917"
"10556","한글비석로44가길14-1","서울특별시 노원구 상계동 148-6","서울특별시 노원구 한글비석로44가길14-1",37.66490788,127.0697926,"노원구청","02-2116-4917"
"10557","한글비석로44가길45","서울특별시 노원구 상계동 143-20","서울특별시 노원구 한글비석로44가길45",37.66505138,127.0700728,"노원구청","02-2116-4917"
"10558","한글비석로44길49","서울특별시 노원구 상계동 143-8","서울특별시 노원구 한글비석로44길49",37.66481891,127.0708444,"노원구청","02-2116-4917"
"10561","한글비석로24나길51","서울특별시 노원구 상계동 161-1","서울특별시 노원구 한글비석로24나길51",37.66361282,127.070241,"노원구청","02-2116-4917"
"10562","한글비석로24나길54","서울특별시 노원구 상계동 153-4","서울특별시 노원구 한글비석로24나길54",37.66383964,127.0702986,"노원구청","02-2116-4917"
"10563","한글비석로436-11","서울특별시 노원구 상계동 160-3","서울특별시 노원구 한글비석로436-11",37.66320081,127.0694808,"노원구청","02-2116-4917"
"10564","한글비석로426-29","서울특별시 노원구 상계동 169-3","서울특별시 노원구 한글비석로426-29",37.66277066,127.0697528,"노원구청","02-2116-4917"
"10565","한글비석로426-71","서울특별시 노원구 상계동 169-314","서울특별시 노원구 한글비석로426-71",37.6627859,127.0701355,"노원구청","02-2116-4917"
"10567","한글비석로36길15","서울특별시 노원구 상계동 169-79","서울특별시 노원구 한글비석로36길15",37.66254756,127.0708056,"노원구청","02-2116-4917"
"10568","한글비석로420","서울특별시 노원구 상계동 169-63","서울특별시 노원구 한글비석로420",37.66180949,127.0704135,"노원구청","02-2116-4917"
"10569","한글비석로36길 60","서울특별시 노원구 상계동156-248","서울특별시 노원구 한글비석로36길 60",37.66384013,127.0724616,"노원구청","02-2116-4917"
"10570","한글비석로24마길35","서울특별시 노원구 상계동 155-84","서울특별시 노원구 한글비석로24마길35",37.6638596,127.0718309,"노원구청","02-2116-4917"
"10571","한글비석로24다길40-7","서울특별시 노원구 상계동 155-1","서울특별시 노원구 한글비석로24다길40-7",37.66409712,127.0712344,"노원구청","02-2116-4917"
"10572","한글비석로24다길32-5","서울특별시 노원구 상계동 156-58","서울특별시 노원구 한글비석로24다길32-5",37.66359463,127.0713361,"노원구청","02-2116-4917"
"10576","한글비석로24나길8","서울특별시 노원구 상계동 156-154","서울특별시 노원구 한글비석로24나길8",37.66244459,127.0718441,"노원구청","02-2116-4917"
"10584","중계로14길28","서울특별시 노원구 중계동 85","서울특별시 노원구 중계로14길28",37.6496434,127.0819393,"노원구청","02-2116-4917"
"10585","중계로14길44","서울특별시 노원구 중계동 93-19","서울특별시 노원구 중계로14길44",37.65025783,127.0827039,"노원구청","02-2116-4917"
"10587","중계로14바길10","서울특별시 노원구 중계동 90-41","서울특별시 노원구 중계로14바길10",37.64994429,127.0827699,"노원구청","02-2116-4917"
"10590","중계로14다길29","서울특별시 노원구 중계동 75-18","서울특별시 노원구 중계로14다길29",37.6490998,127.0836421,"노원구청","02-2116-4917"
"10593","중계로14다길57","서울특별시 노원구 중계동 75-46","서울특별시 노원구 중계로14다길57",37.64917507,127.0850228,"노원구청","02-2116-4917"
"10595","중계로14사길14","서울특별시 노원구 중계동 90-47","서울특별시 노원구 중계로14사길14",37.65021607,127.0831407,"노원구청","02-2116-4917"
"10596","중계로14라길16","서울특별시 노원구 중계동 76-2","서울특별시 노원구 중계로14라길16",37.64959948,127.0828467,"노원구청","02-2116-4917"
"10598","덕릉로83길9-14","서울특별시 노원구 중계동 154-40","서울특별시 노원구 덕릉로83길9-14",37.6596104,127.0744046,"노원구청","02-2116-4917"
"10600","한글비석로20길43","서울특별시 노원구 중계동 141-7","서울특별시 노원구 한글비석로20길43",37.66100117,127.0742551,"노원구청","02-2116-4917"
"10601","덕릉로712-4","서울특별시 노원구 중계동 137-9","서울특별시 노원구 덕릉로712-4",37.66116766,127.0757884,"노원구청","02-2116-4917"
"10605","덕릉로90길7","서울특별시 노원구 중계동 134-1","서울특별시 노원구 덕릉로90길7",37.6605626,127.0760239,"노원구청","02-2116-4917"
"10606","덕릉로86길13","서울특별시 노원구 중계동 147","서울특별시 노원구 덕릉로86길13",37.66003206,127.076237,"노원구청","02-2116-4917"
"10608","덕릉로82길63","서울특별시 노원구 중계동 168-10","서울특별시 노원구 덕릉로82길63",37.65978242,127.0779519,"노원구청","02-2116-4917"
"10610","공릉로358-7","서울특별시 노원구 하계동 208-19","서울특별시 노원구 공릉로358-7",37.63884182,127.0701802,"노원구청","02-2116-4917"
"10611","공릉로59가길28","서울특별시 노원구 하계동 155-1","서울특별시 노원구 공릉로59가길28",37.63473823,127.070817,"노원구청","02-2116-4917"
"10613","공릉로59나길10","서울특별시 노원구 하계동 276","서울특별시 노원구 공릉로59나길10",37.63395476,127.0704341,"노원구청","02-2116-4917"
"10615","공릉로323","서울특별시 노원구 하계동 180-19","서울특별시 노원구 공릉로323",37.63566008,127.070994,"노원구청","02-2116-4917"
"10616","공릉로59나길78-14","서울특별시 노원구 하계동 115-1","서울특별시 노원구 공릉로59나길78-14",37.63563067,127.0703383,"노원구청","02-2116-4917"
"10618","공릉로332-16","서울특별시 노원구 하계동 252-2","서울특별시 노원구 공릉로332-16",37.63671466,127.0714447,"노원구청","02-2116-4917"
"10621","수락산로62","서울특별시 노원구 상계동 134-128","서울특별시 노원구 수락산로62",37.6673515,127.0703989,"노원구청","02-2116-4917"
"10622","수락산로29-1","서울특별시 노원구 상계동 138-49","서울특별시 노원구 수락산로29-1",37.66533071,127.0730177,"노원구청","02-2116-4917"
"10624","월계로338-14","서울특별시 노원구 월계1동292-62","서울특별시 노원구 월계로338-14",37.6289054,127.0581214,"노원구청","02-2116-4917"
"10625","월계로342","서울특별시 노원구 월계1동288-3","서울특별시 노원구 월계로342",37.62960245,127.0582778,"노원구청","02-2116-4917"
"10629","광운로17길48-19","서울특별시 노원구 월계1동392-83","서울특별시 노원구 광운로17길48-19",37.62233957,127.0564366,"노원구청","02-2116-4917"
"10630","광운로15길41","서울특별시 노원구 월계1동500-27","서울특별시 노원구 광운로15길41",37.62172688,127.0571348,"노원구청","02-2116-4917"
"10631","광운로15길24","서울특별시 노원구 월계1동392-26","서울특별시 노원구 광운로15길24",37.62165181,127.0580235,"노원구청","02-2116-4917"
"10632","광운로7길10-2","서울특별시 노원구 월계1동402-33","서울특별시 노원구 광운로7길10-2",37.62079307,127.0582108,"노원구청","02-2116-4917"
"10633","광운로7길14","서울특별시 노원구 월계1동399-1","서울특별시 노원구 광운로7길14",37.62072832,127.0577896,"노원구청","02-2116-4917"
"10634","광운로3길10","서울특별시 노원구 월계1동496-20","서울특별시 노원구 광운로3길10",37.61919104,127.0571441,"노원구청","02-2116-4917"
"10642","광운로27-38","서울특별시 노원구 월계1동465-41","서울특별시 노원구 광운로27-38",37.62038587,127.0573192,"노원구청","02-2116-4917"
"10647","화랑로47길8","서울특별시 노원구 월계3동26-16","서울특별시 노원구 화랑로47길8",37.61569662,127.0667424,"노원구청","02-2116-4917"
"10652","화랑로343","서울특별시 노원구 월계3동38-6","서울특별시 노원구 화랑로343",37.61519046,127.0660115,"노원구청","02-2116-4917"
"10653","마들로1길44","서울특별시 노원구 월계동 922","서울특별시 노원구 마들로1길44",37.6226579,127.0660368,"노원구청","02-2116-4917"
"10654","동일로193길36-9","서울특별시 노원구 공릉1동380-26","서울특별시 노원구 동일로193길36-9",37.625961,127.0704175,"노원구청","02-2116-4917"
"10660","동일로196길9-6","서울특별시 노원구 공릉1동362-11","서울특별시 노원구 동일로196길9-6",37.6280852,127.072506,"노원구청","02-2116-4917"
"10661","동일로196길16","서울특별시 노원구 공릉1동375-12","서울특별시 노원구 동일로196길16",37.62791038,127.0732616,"노원구청","02-2116-4917"
"10663","동일로196길27-5그린파킹10","서울특별시 노원구 공릉동 362-14","서울특별시 노원구 동일로196길27-5그린파킹10",37.62842633,127.0735194,"노원구청","02-2116-4917"
"10665","화랑로60길61","서울특별시 노원구 공릉2동 25-60","서울특별시 노원구 화랑로60길61",37.63709272,127.1107644,"노원구청","02-2116-4917"
"10666","화랑로60길81","서울특별시 노원구 공릉2동 25-42","서울특별시 노원구 화랑로60길81",37.63752855,127.1112057,"노원구청","02-2116-4917"
"10670","상계로21길17","서울특별시 노원구 상계2동389-515","서울특별시 노원구 상계로21길17",37.65884276,127.0683067,"노원구청","02-2116-4917"
"10671","상계로13길9","서울특별시 노원구 상계2동389-275","서울특별시 노원구 상계로13길9",37.65827045,127.0676268,"노원구청","02-2116-4917"
"10672","상계로9길2-57","서울특별시 노원구 상계2동394-7","서울특별시 노원구 상계로9길2-57",37.65800702,127.067381,"노원구청","02-2116-4917"
"10673","상계로9길2-1","서울특별시 노원구 상계2동394-8","서울특별시 노원구 상계로9길2-1",37.65768494,127.0672743,"노원구청","02-2116-4917"
"10674","상계로460-10","서울특별시 노원구 상계2동370-21","서울특별시 노원구 상계로460-10",37.65779915,127.0667136,"노원구청","02-2116-4917"
"10677","노원로28길57","서울특별시 노원구 상계2동184-24","서울특별시 노원구 노원로28길57",37.65444432,127.0705092,"노원구청","02-2116-4917"
"10679","노원로26나길6-2","서울특별시 노원구 상계2동194-21","서울특별시 노원구 노원로26나길6-2",37.65356795,127.070914,"노원구청","02-2116-4917"
"10680","노원로26나길11","서울특별시 노원구 상계2동194-24","서울특별시 노원구 노원로26나길11",37.65347673,127.0704961,"노원구청","02-2116-4917"
"10681","노원로26길33","서울특별시 노원구 상계2동197-4","서울특별시 노원구 노원로26길33",37.6519463,127.0698332,"노원구청","02-2116-4917"
"10685","덕릉로134길20","서울특별시 노원구 상계3,4동42","서울특별시 노원구 덕릉로134길20",37.67300013,127.0843374,"노원구청","02-2116-4917"
"10686","덕릉로134길10 22동 앞","서울특별시 노원구 상계3,4동47-5","서울특별시 노원구 덕릉로134길10 22동 앞",37.6728386,127.084183,"노원구청","02-2116-4917"
"10687","덕릉로126라길39","서울특별시 노원구 상계3,4동71-62","서울특별시 노원구 덕릉로126라길39",37.67208464,127.0847495,"노원구청","02-2116-4917"
"10688","덕릉로126다길8","서울특별시 노원구 상계3,4동49-15","서울특별시 노원구 덕릉로126다길8",37.67148636,127.0833003,"노원구청","02-2116-4917"
"10695","상계로43길19","서울특별시 노원구 상계3,4동52-10","서울특별시 노원구 상계로43길19",37.67158425,127.0817819,"노원구청","02-2116-4917"
"10696","상계로41길13","서울특별시 노원구 상계3,4동63-2","서울특별시 노원구 상계로41길13",37.67118518,127.0812511,"노원구청","02-2116-4917"
"10697","덕릉로126길30","서울특별시 노원구 상계3,4동68-1","서울특별시 노원구 덕릉로126길30",37.67111058,127.0826946,"노원구청","02-2116-4917"
"10698","덕릉로126라길5","서울특별시 노원구 상계3,4동71-170","서울특별시 노원구 덕릉로126라길5",37.6709929,127.083532,"노원구청","02-2116-4917"
"10699","덕릉로126라길19","서울특별시 노원구 상계3,4동71-150","서울특별시 노원구 덕릉로126라길19",37.67121654,127.0842267,"노원구청","02-2116-4917"
"10700","덕릉로126마길18-11","서울특별시 노원구 상계3,4동71-123","서울특별시 노원구 덕릉로126마길18-11",37.67080816,127.0845705,"노원구청","02-2116-4917"
